39.445767,-74.564475
39.44577,-74.564475
39.445769,-74.564479
39.445767,-74.564481
39.445767,-74.564482
39.445764,-74.564488
39.445767,-74.564487
39.445772,-74.564491
39.445778,-74.564506
39.445779,-74.56452
39.445785,-74.564527
39.44579,-74.564535
39.445793,-74.564536
39.445794,-74.564536
39.445795,-74.564537
39.445795,-74.564537
39.445853,-74.56456
39.44586,-74.564561
39.445863,-74.564561
39.445865,-74.564558
39.445866,-74.56456
39.445869,-74.564559
39.445869,-74.564558
39.445871,-74.564557
39.445866,-74.564555
39.445869,-74.564556
39.445871,-74.564555
39.445871,-74.564555
39.44588,-74.564545
39.44588,-74.564516
39.445887,-74.564513
39.445903,-74.564527
39.44592,-74.564536
39.445941,-74.56455
39.445955,-74.564562
39.445968,-74.564575
39.445974,-74.564593
39.445983,-74.564615
39.445993,-74.564635
39.446005,-74.564667
39.446017,-74.564695
39.446021,-74.564708
39.446019,-74.564714
39.446021,-74.564722
39.446021,-74.564731
39.446019,-74.564745
39.446018,-74.564769
39.446012,-74.564763
39.446004,-74.564766
39.445994,-74.564768
39.445969,-74.564772
39.445955,-74.564782
39.445939,-74.564802
39.445927,-74.564824
39.445927,-74.564861
39.445928,-74.564902
39.445925,-74.564939
39.44592,-74.564964
39.445928,-74.564998
39.445954,-74.565062
39.445975,-74.565113
39.445992,-74.565158
39.44601,-74.565205
39.446027,-74.56525
39.446043,-74.565295
39.446064,-74.565337
39.44608,-74.56537
39.446097,-74.565397
39.446119,-74.56543
39.446136,-74.565469
39.446155,-74.565507
39.446176,-74.565544
39.446192,-74.565578
39.446209,-74.565615
39.446228,-74.565665
39.446244,-74.5657
39.446262,-74.565734
39.446276,-74.565768
39.446292,-74.565807
39.446311,-74.565847
39.446328,-74.565882
39.446352,-74.565918
39.44637,-74.565954
39.446392,-74.56599
39.446407,-74.566016
39.446425,-74.56605
39.44644,-74.566087
39.446463,-74.566128
39.446483,-74.566169
39.446503,-74.566206
39.446523,-74.566245
39.446542,-74.566277
39.446563,-74.566308
39.446582,-74.566337
39.446601,-74.56637
39.446615,-74.566407
39.446635,-74.566445
39.446644,-74.566475
39.446662,-74.566516
39.446676,-74.56655
39.446692,-74.566589
39.446712,-74.566627
39.446729,-74.566664
39.446746,-74.566698
39.446765,-74.566738
39.446781,-74.566771
39.446787,-74.5668
39.4468,-74.566836
39.446813,-74.566867
39.446823,-74.566896
39.446839,-74.566924
39.446854,-74.566961
39.446868,-74.566992
39.446878,-74.567026
39.446889,-74.567059
39.446898,-74.567094
39.44691,-74.567124
39.446925,-74.567152
39.446939,-74.567181
39.44695,-74.567208
39.446966,-74.567234
39.446982,-74.567263
39.446992,-74.567259
39.447002,-74.567277
39.447015,-74.567288
39.447041,-74.567353
39.447058,-74.567384
39.447074,-74.567416
39.447086,-74.567446
39.447109,-74.567496
39.447128,-74.567541
39.447147,-74.567579
39.447161,-74.567618
39.447172,-74.567651
39.447184,-74.567683
39.447196,-74.567715
39.447211,-74.567749
39.447224,-74.567779
39.447239,-74.567811
39.447254,-74.567844
39.447269,-74.567874
39.447285,-74.567911
39.447275,-74.567934
39.447283,-74.567962
39.447291,-74.56799
39.4473,-74.568017
39.447312,-74.568041
39.447317,-74.568065
39.447332,-74.568095
39.447342,-74.56812
39.447357,-74.56814
39.44737,-74.568163
39.447388,-74.568182
39.4474,-74.568202
39.447411,-74.568225
39.447422,-74.568247
39.447427,-74.568268
39.447432,-74.568295
39.447434,-74.568319
39.447433,-74.568337
39.447428,-74.568359
39.447405,-74.568366
39.44743,-74.568446
39.447415,-74.568479
39.447399,-74.568503
39.447383,-74.568526
39.447363,-74.568542
39.447343,-74.568558
39.447321,-74.568575
39.447304,-74.568593
39.447284,-74.568607
39.447266,-74.568629
39.447253,-74.568657
39.44724,-74.568689
39.447226,-74.568706
39.44721,-74.568722
39.447193,-74.568735
39.447155,-74.568766
39.447123,-74.56879
39.447104,-74.568806
39.447077,-74.568823
39.447056,-74.568834
39.447038,-74.568846
39.447017,-74.568862
39.446984,-74.568879
39.446959,-74.568897
39.446934,-74.568911
39.446912,-74.568929
39.446891,-74.568943
39.44687,-74.568958
39.446849,-74.568973
39.446828,-74.568986
39.4468,-74.569002
39.446773,-74.569016
39.446751,-74.569027
39.446733,-74.569034
39.446714,-74.569041
39.446691,-74.569048
39.446672,-74.569056
39.446651,-74.569069
39.446629,-74.569075
39.446605,-74.569081
39.446579,-74.569087
39.446556,-74.569092
39.446531,-74.5691
39.446506,-74.569105
39.446479,-74.569107
39.446451,-74.569108
39.446419,-74.569115
39.446365,-74.569126
39.446343,-74.569124
39.446285,-74.569136
39.446242,-74.569144
39.446214,-74.569143
39.446185,-74.569138
39.446156,-74.569134
39.446129,-74.569134
39.446093,-74.569124
39.446063,-74.569116
39.446036,-74.569107
39.446003,-74.569098
39.44597,-74.569089
39.445939,-74.569083
39.445912,-74.569074
39.445876,-74.569067
39.445843,-74.569059
39.44581,-74.56905
39.445803,-74.569061
39.445787,-74.569056
39.445785,-74.569052
39.44578,-74.569043
39.445771,-74.56903
39.445771,-74.569018
39.445771,-74.568996
39.445775,-74.568972
39.445769,-74.568946
39.445775,-74.568921
39.445765,-74.568895
39.445759,-74.568867
39.445756,-74.568836
39.445759,-74.568804
39.445747,-74.568774
39.445736,-74.568742
39.445744,-74.568703
39.445737,-74.568672
39.445542,-74.568728
39.44553,-74.568694
39.445434,-74.568704
39.445417,-74.568671
39.445396,-74.56864
39.445377,-74.568603
39.445274,-74.568613
39.445172,-74.56862
39.445131,-74.568603
39.445096,-74.568582
39.445057,-74.568555
39.445023,-74.568527
39.44499,-74.568498
39.444958,-74.568465
39.444926,-74.568435
39.444892,-74.568396
39.444866,-74.568368
39.444836,-74.568341
39.44482,-74.568309
39.444797,-74.56828
39.444775,-74.568233
39.444756,-74.568192
39.444737,-74.568154
39.444723,-74.568123
39.444708,-74.568089
39.44469,-74.568058
39.444675,-74.568028
39.444657,-74.567997
39.444641,-74.567965
39.444627,-74.56793
39.444615,-74.567906
39.444599,-74.56788
39.444586,-74.567852
39.444571,-74.567816
39.444557,-74.567786
39.444542,-74.567747
39.444529,-74.567715
39.444515,-74.567683
39.444501,-74.567654
39.444485,-74.567622
39.444471,-74.567577
39.444456,-74.567535
39.444441,-74.567494
39.444427,-74.567453
39.444411,-74.567415
39.444394,-74.56738
39.444379,-74.567343
39.444354,-74.567309
39.444333,-74.567275
39.444311,-74.56724
39.444293,-74.567199
39.444272,-74.567158
39.444232,-74.567119
39.444213,-74.567086
39.444175,-74.567052
39.4442,-74.567028
39.444171,-74.566993
39.44416,-74.566963
39.44415,-74.566932
39.444137,-74.5669
39.44412,-74.566872
39.444105,-74.566837
39.444085,-74.566805
39.444059,-74.566793
39.444041,-74.566771
39.444023,-74.566748
39.444003,-74.566729
39.443982,-74.566706
39.443962,-74.566683
39.443937,-74.566655
39.443908,-74.566626
39.443876,-74.566598
39.44385,-74.566574
39.443826,-74.566552
39.443793,-74.566524
39.44377,-74.566504
39.44374,-74.566481
39.443712,-74.56646
39.443684,-74.56644
39.443654,-74.566418
39.443627,-74.566398
39.443598,-74.566378
39.443569,-74.566359
39.44354,-74.566339
39.443521,-74.566322
39.443487,-74.566302
39.443459,-74.566284
39.44343,-74.566266
39.443402,-74.566249
39.443376,-74.566232
39.443348,-74.566214
39.443317,-74.566196
39.443287,-74.566178
39.443263,-74.566161
39.443234,-74.566141
39.443209,-74.566126
39.443179,-74.566116
39.443147,-74.566114
39.443119,-74.566115
39.443087,-74.566112
39.443053,-74.566104
39.443024,-74.566095
39.443008,-74.56608
39.442977,-74.566058
39.442946,-74.566038
39.442924,-74.566019
39.442895,-74.566
39.442868,-74.565981
39.442842,-74.565961
39.442809,-74.565935
39.442779,-74.565914
39.442747,-74.565889
39.442697,-74.565866
39.442671,-74.565844
39.442639,-74.565822
39.442606,-74.565803
39.442572,-74.565791
39.442537,-74.565783
39.442505,-74.565777
39.442472,-74.565776
39.442439,-74.56578
39.44241,-74.565791
39.44243,-74.565815
39.4424,-74.565836
39.44237,-74.565857
39.442383,-74.565871
39.442383,-74.565899
39.442364,-74.565923
39.442346,-74.565947
39.442327,-74.565972
39.442306,-74.565998
39.442292,-74.566017
39.442269,-74.566042
39.442245,-74.566065
39.442219,-74.566088
39.442195,-74.566115
39.442169,-74.56614
39.442144,-74.566165
39.442113,-74.566192
39.442086,-74.566218
39.442069,-74.566245
39.442044,-74.56627
39.44202,-74.5663
39.441996,-74.566327
39.44197,-74.566355
39.441942,-74.56638
39.441904,-74.566405
39.441876,-74.566427
39.441849,-74.566451
39.441817,-74.566472
39.441785,-74.566496
39.44176,-74.566527
39.441728,-74.566556
39.4417,-74.566582
39.441675,-74.566606
39.441642,-74.566632
39.441688,-74.56665
39.441711,-74.566675
39.441689,-74.56671
39.441677,-74.566739
39.441665,-74.566765
39.441646,-74.566787
39.441627,-74.566812
